"","assessment","assessor","representation.A","representation.B","selected.at","completed","Selected.representation","Select.best.duration","Select.best.SEQ","Select.best.SEQ.duration","total.duration"
"32497","Aantallen Schatten","Observer17",28,13,"2017/01/16 15:46:21",1,"28","3",1,"2",5
"32498","Aantallen Schatten","Observer17",24,14,"2017/01/16 15:46:28",1,"24","4",2,"3",7
"32499","Aantallen Schatten","Observer17",11,23,"2017/01/16 15:46:34",1,"23","3",1,"2",5
"32504","Aantallen Schatten","Observer17",20,27,"2017/01/16 15:47:12",1,"27","4",2,"3",7
"32505","Aantallen Schatten","Observer17",29,11,"2017/01/16 15:47:18",1,"29","3",1,"3",6
"32506","Aantallen Schatten","Observer17",19,13,"2017/01/16 15:47:25",1,"19","4",2,"3",7
"32507","Aantallen Schatten","Observer17",15,10,"2017/01/16 15:47:32",1,"15","3",2,"2",5
"32508","Aantallen Schatten","Observer17",18,16,"2017/01/16 15:47:40",1,"16","6",5,"3",9
"32509","Aantallen Schatten","Observer17",22,23,"2017/01/16 15:47:48",1,"22","5",6,"4",9
"32510","Aantallen Schatten","Observer17",14,28,"2017/01/16 15:47:56",1,"28","4",3,"3",7
"32511","Aantallen Schatten","Observer17",21,18,"2017/01/16 15:48:03",1,"21","3",5,"3",6
"32512","Aantallen Schatten","Observer17",29,15,"2017/01/16 15:48:08",1,"29","2",1,"3",5
"32513","Aantallen Schatten","Observer17",24,13,"2017/01/16 15:48:18",1,"24","6",4,"4",10
"32514","Aantallen Schatten","Observer17",27,25,"2017/01/16 15:48:29",1,"25","7",7,"2",9
"32515","Aantallen Schatten","Observer17",23,20,"2017/01/16 15:48:36",1,"20","5",7,"3",8
"32516","Aantallen Schatten","Observer17",12,28,"2017/01/16 15:48:43",1,"28","3",1,"3",6
"32517","Aantallen Schatten","Observer17",19,17,"2017/01/16 15:48:59",1,"19","14",7,"3",17
"32518","Aantallen Schatten","Observer17",26,10,"2017/01/16 15:49:06",1,"26","4",1,"2",6
"32519","Aantallen Schatten","Observer17",11,16,"2017/01/16 15:49:13",1,"16","4",4,"6",10
"32520","Aantallen Schatten","Observer17",14,22,"2017/01/16 15:49:23",1,"22","4",2,"4",8
"32521","Aantallen Schatten","Observer17",12,19,"2017/01/16 15:49:31",1,"19","4",4,"3",7
"32522","Aantallen Schatten","Observer17",26,15,"2017/01/16 15:49:39",1,"26","4",3,"4",8
"32523","Aantallen Schatten","Observer17",14,27,"2017/01/16 15:49:45",1,"27","3",1,"3",6
"32524","Aantallen Schatten","Observer17",18,23,"2017/01/16 15:49:54",1,"23","6",6,"3",9
"32525","Aantallen Schatten","Observer17",13,11,"2017/01/16 15:50:03",1,"13","6",5,"2",8
"32526","Aantallen Schatten","Observer17",17,20,"2017/01/16 15:50:15",1,"20","9",7,"3",12
"32527","Aantallen Schatten","Observer17",10,21,"2017/01/16 15:50:23",1,"21","4",1,"2",6
"32528","Aantallen Schatten","Observer17",29,25,"2017/01/16 15:50:35",1,"29","9",6,"3",12
"32529","Aantallen Schatten","Observer17",22,16,"2017/01/16 15:50:43",1,"22","4",6,"3",7
"32530","Aantallen Schatten","Observer17",28,24,"2017/01/16 15:50:50",1,"28","3",7,"3",6
"32531","Aantallen Schatten","Observer17",15,21,"2017/01/16 15:51:01",1,"21","7",7,"4",11
"32532","Aantallen Schatten","Observer17",12,25,"2017/01/16 15:51:10",1,"25","5",2,"3",8
"32533","Aantallen Schatten","Observer17",22,13,"2017/01/16 15:51:17",1,"22","3",3,"4",7
"32534","Aantallen Schatten","Observer17",14,20,"2017/01/16 15:51:25",1,"20","5",2,"3",8
"32535","Aantallen Schatten","Observer17",26,16,"2017/01/16 15:51:34",1,"26","6",4,"2",8
"32536","Aantallen Schatten","Observer17",24,23,"2017/01/16 15:51:40",1,"24","4",7,"2",6
"32537","Aantallen Schatten","Observer17",29,19,"2017/01/16 15:51:52",1,"29","8",3,"5",13
"32538","Aantallen Schatten","Observer17",18,10,"2017/01/16 15:52:05",1,"18","9",3,"2",11
"32539","Aantallen Schatten","Observer17",27,17,"2017/01/16 15:52:11",1,"27","3",4,"3",6
"32540","Aantallen Schatten","Observer17",28,11,"2017/01/16 15:52:17",1,"28","2",1,"3",5
"32541","Aantallen Schatten","Observer17",29,21,"2017/01/16 15:52:24",1,"29","4",3,"2",6
"32542","Aantallen Schatten","Observer17",17,12,"2017/01/16 15:52:31",1,"17","5",1,"2",7
"32543","Aantallen Schatten","Observer17",28,22,"2017/01/16 15:52:40",1,"28","6",6,"4",10
"32544","Aantallen Schatten","Observer17",16,10,"2017/01/16 15:52:48",1,"16","4",4,"3",7
"32545","Aantallen Schatten","Observer17",23,25,"2017/01/16 15:52:55",1,"25","3",3,"3",6
"32546","Aantallen Schatten","Observer17",13,14,"2017/01/16 15:53:08",1,"14","10",6,"5",15
"32547","Aantallen Schatten","Observer17",15,27,"2017/01/16 15:53:18",1,"27","3",5,"3",6
"32548","Aantallen Schatten","Observer17",26,19,"2017/01/16 15:53:28",1,"26","7",6,"5",12
"32549","Aantallen Schatten","Observer17",20,18,"2017/01/16 15:53:36",1,"20","3",2,"3",6
"32550","Aantallen Schatten","Observer17",24,11,"2017/01/16 15:53:43",1,"24","3",1,"5",8
"32551","Aantallen Schatten","Observer17",19,18,"2017/01/16 15:53:52",1,"19","4",5,"2",6
"32552","Aantallen Schatten","Observer17",15,28,"2017/01/16 15:53:59",1,"28","4",4,"3",7
"32553","Aantallen Schatten","Observer17",23,14,"2017/01/16 15:54:07",1,"14","5",3,"9",14
"32554","Aantallen Schatten","Observer17",17,16,"2017/01/16 15:54:22",1,"16","6",6,"2",8
"32555","Aantallen Schatten","Observer17",10,29,"2017/01/16 15:54:29",1,"29","5",1,"2",7
"32556","Aantallen Schatten","Observer17",13,27,"2017/01/16 15:54:37",1,"27","5",2,"2",7
"32557","Aantallen Schatten","Observer17",21,12,"2017/01/16 15:54:45",1,"21","6",4,"3",9
"32558","Aantallen Schatten","Observer17",11,20,"2017/01/16 15:54:52",1,"20","4",2,"4",8
"32559","Aantallen Schatten","Observer17",26,25,"2017/01/16 15:55:01",1,"25","4",4,"2",6
"32560","Aantallen Schatten","Observer17",22,24,"2017/01/16 15:55:10",1,"22","6",3,"3",9
"32561","Aantallen Schatten","Observer17",21,17,"2017/01/16 15:55:20",1,"17","6",3,"3",9
"32562","Aantallen Schatten","Observer17",11,14,"2017/01/16 15:55:28",1,"14","4",2,"3",7
"32563","Aantallen Schatten","Observer17",18,26,"2017/01/16 15:55:36",1,"26","4",4,"3",7
"32564","Aantallen Schatten","Observer17",25,22,"2017/01/16 15:55:42",1,"25","4",7,"2",6
"32565","Aantallen Schatten","Observer17",10,27,"2017/01/16 15:55:49",1,"27","4",1,"3",7
"32566","Aantallen Schatten","Observer17",24,19,"2017/01/16 15:56:00",1,"19","8",7,"3",11
"32567","Aantallen Schatten","Observer17",20,28,"2017/01/16 15:56:08",1,"28","5",6,"3",8
"32568","Aantallen Schatten","Observer17",12,29,"2017/01/16 15:56:15",1,"29","4",6,"2",6
"32569","Aantallen Schatten","Observer17",16,15,"2017/01/16 15:56:26",1,"16","8",7,"3",11
"32570","Aantallen Schatten","Observer17",23,13,"2017/01/16 15:56:34",1,"23","5",7,"3",8
"32571","Aantallen Schatten","Observer17",21,25,"2017/01/16 15:56:40",1,"25","3",2,"3",6
"32572","Aantallen Schatten","Observer17",24,16,"2017/01/16 15:56:56",1,"16","11",6,"2",13
"32573","Aantallen Schatten","Observer17",20,13,"2017/01/16 15:57:03",1,"20","4",3,"3",7
"32574","Aantallen Schatten","Observer17",12,15,"2017/01/16 15:57:10",1,"15","4",4,"3",7
"32575","Aantallen Schatten","Observer17",14,26,"2017/01/16 15:57:17",1,"26","4",5,"4",8
"32576","Aantallen Schatten","Observer17",19,10,"2017/01/16 15:57:25",1,"19","4",3,"2",6
"32577","Aantallen Schatten","Observer17",22,11,"2017/01/16 15:57:32",1,"22","4",2,"3",7
"32578","Aantallen Schatten","Observer17",18,17,"2017/01/16 15:57:39",1,"17","4",5,"4",8
"32579","Aantallen Schatten","Observer17",29,23,"2017/01/16 15:57:49",1,"29","5",6,"2",7
"32580","Aantallen Schatten","Observer17",28,27,"2017/01/16 15:57:56",1,"28","4",7,"3",7
"32581","Aantallen Schatten","Observer17",19,15,"2017/01/16 15:58:04",1,"19","4",6,"3",7
"32582","Aantallen Schatten","Observer17",22,18,"2017/01/17 15:25:06",1,"22","5",2,"3",8
"32584","Aantallen Schatten","Observer18",21,19,"2017/01/16 17:20:16",1,"19","55",6,"12",67
"32644","Aantallen Schatten","Observer18",28,14,"2017/01/16 19:15:18",1,"28","6",1,"5",11
"32589","Aantallen Schatten","Observer18",23,18,"2017/01/16 17:21:38",1,"23","7",4,"4",11
"32585","Aantallen Schatten","Observer18",10,17,"2017/01/16 17:20:41",1,"17","12",3,"3",15
"32586","Aantallen Schatten","Observer18",26,12,"2017/01/16 17:20:52",1,"26","7",2,"8",15
"32587","Aantallen Schatten","Observer18",29,25,"2017/01/16 17:21:28",1,"25","28",7,"4",32
"32590","Aantallen Schatten","Observer18",16,20,"2017/01/16 17:21:50",1,"20","6",3,"4",10
"32591","Aantallen Schatten","Observer18",14,27,"2017/01/16 17:22:00",1,"27","5",3,"2",7
"32592","Aantallen Schatten","Observer18",13,11,"2017/01/16 17:22:24",1,"13","22",3,"11",33
"32593","Aantallen Schatten","Observer18",28,15,"2017/01/16 17:22:42",1,"28","5",1,"3",8
"32594","Aantallen Schatten","Observer18",24,22,"2017/01/16 17:23:36",1,"24","51",7,"3",54
"32595","Aantallen Schatten","Observer18",21,26,"2017/01/16 17:23:46",1,"26","6",4,"5",11
"32596","Aantallen Schatten","Observer18",29,17,"2017/01/16 17:23:57",1,"29","6",4,"3",9
"32597","Aantallen Schatten","Observer18",20,13,"2017/01/16 17:24:06",1,"20","6",3,"3",9
"32598","Aantallen Schatten","Observer18",18,27,"2017/01/16 17:24:16",1,"27","6",2,"5",11
"32599","Aantallen Schatten","Observer18",24,15,"2017/01/16 17:24:25",1,"24","3",2,"4",7
"32600","Aantallen Schatten","Observer18",10,12,"2017/01/16 17:24:42",1,"12","12",4,"6",18
"32601","Aantallen Schatten","Observer18",19,25,"2017/01/16 17:24:57",1,"25","8",2,"2",10
"32602","Aantallen Schatten","Observer18",14,16,"2017/01/16 17:25:06",1,"16","6",3,"7",13
"32603","Aantallen Schatten","Observer18",23,11,"2017/01/16 17:25:18",1,"23","5",1,"2",7
"32604","Aantallen Schatten","Observer18",22,28,"2017/01/16 17:25:46",1,"28","24",7,"3",27
"32605","Aantallen Schatten","Observer18",29,21,"2017/01/16 17:26:01",1,"29","12",3,"9",21
"32606","Aantallen Schatten","Observer18",28,12,"2017/01/16 17:26:15",1,"28","5",1,"6",11
"32607","Aantallen Schatten","Observer18",13,18,"2017/01/16 17:26:29",1,"18","7",4,"3",10
"32608","Aantallen Schatten","Observer18",24,16,"2017/01/16 17:26:39",1,"24","6",2,"2",8
"32609","Aantallen Schatten","Observer18",10,19,"2017/01/16 17:26:46",1,"19","5",1,"11",16
"32610","Aantallen Schatten","Observer18",27,11,"2017/01/16 17:27:03",1,"27","5",1,"3",8
"32611","Aantallen Schatten","Observer18",25,17,"2017/01/16 17:27:11",1,"25","5",1,"3",8
"32612","Aantallen Schatten","Observer18",26,15,"2017/01/16 17:27:20",1,"26","5",1,"2",7
"32613","Aantallen Schatten","Observer18",14,23,"2017/01/16 17:27:30",1,"23","8",3,"1",9
"32614","Aantallen Schatten","Observer18",20,22,"2017/01/16 17:27:52",1,"22","20",6,"3",23
"32615","Aantallen Schatten","Observer18",12,21,"2017/01/16 17:28:04",1,"21","8",1,"2",10
"32616","Aantallen Schatten","Observer18",11,25,"2017/01/16 17:28:13",1,"25","7",2,"5",12
"32617","Aantallen Schatten","Observer18",18,20,"2017/01/16 17:28:37",1,"20","17",7,"4",21
"32618","Aantallen Schatten","Observer18",15,14,"2017/01/16 17:29:06",1,"15","25",7,"3",28
"32619","Aantallen Schatten","Observer18",24,10,"2017/01/16 17:29:15",1,"24","6",2,"2",8
"32620","Aantallen Schatten","Observer18",17,28,"2017/01/16 17:29:23",1,"28","5",1,"3",8
"32621","Aantallen Schatten","Observer18",26,19,"2017/01/16 17:29:31",1,"26","6",4,"2",8
"32622","Aantallen Schatten","Observer18",13,29,"2017/01/16 17:29:37",1,"29","4",1,"2",6
"32623","Aantallen Schatten","Observer18",23,16,"2017/01/16 17:29:45",1,"23","5",4,"2",7
"32624","Aantallen Schatten","Observer18",22,27,"2017/01/16 17:30:26",1,"27","39",7,"2",41
"32625","Aantallen Schatten","Observer18",21,10,"2017/01/16 17:30:34",1,"21","4",3,"3",7
"32626","Aantallen Schatten","Observer18",25,14,"2017/01/16 17:30:43",1,"25","6",2,"2",8
"32627","Aantallen Schatten","Observer18",28,13,"2017/01/16 17:30:50",1,"28","5",1,"3",8
"32628","Aantallen Schatten","Observer18",18,26,"2017/01/16 17:30:59",1,"26","6",1,"6",12
"32629","Aantallen Schatten","Observer18",24,11,"2017/01/16 17:31:08",1,"24","4",1,"1",5
"32630","Aantallen Schatten","Observer18",17,20,"2017/01/16 17:31:14",1,"20","4",2,"3",7
"32631","Aantallen Schatten","Observer18",27,16,"2017/01/16 17:31:36",1,"27","18",7,"2",20
"32632","Aantallen Schatten","Observer18",29,12,"2017/01/16 17:31:43",1,"29","4",2,"10",14
"32633","Aantallen Schatten","Observer18",19,15,"2017/01/16 17:32:06",1,"19","13",5,"2",15
"32634","Aantallen Schatten","Observer18",22,23,"2017/01/16 17:52:59",1,"22","16",6,"2",18
"32636","Aantallen Schatten","Observer18",25,21,"2017/01/16 17:53:11",1,"25","0",4,"10",10
"32637","Aantallen Schatten","Observer18",17,21,"2017/01/16 19:22:13",1,"21","6",6,"3",9
"32640","Aantallen Schatten","Observer18",13,24,"2017/01/16 19:14:15",1,"24","5",2,"3",8
"32641","Aantallen Schatten","Observer18",23,27,"2017/01/16 19:14:24",1,"27","5",3,"3",8
"32642","Aantallen Schatten","Observer18",15,12,"2017/01/16 19:14:37",1,"15","10",5,"6",16
"32643","Aantallen Schatten","Observer18",19,20,"2017/01/16 19:15:09",1,"20","27",6,"2",29
"32645","Aantallen Schatten","Observer18",18,16,"2017/01/16 19:16:02",1,"16","38",7,"8",46
"32646","Aantallen Schatten","Observer18",22,11,"2017/01/16 19:16:15",1,"22","6",1,"2",8
"32685","Aantallen Schatten","Observer18",15,22,"2017/01/16 19:27:01",1,"22","4",2,"1",5
"32686","Aantallen Schatten","Observer18",23,19,"2017/01/16 19:27:32",1,"23","28",7,"2",30
"32687","Aantallen Schatten","Observer18",26,17,"2017/01/16 19:27:38",1,"26","4",4,"2",6
"32647","Aantallen Schatten","Observer18",26,29,"2017/01/16 19:16:27",1,"29","8",6,"3",11
"32648","Aantallen Schatten","Observer18",11,10,"2017/01/16 19:17:26",1,"11","56",7,"4",60
"32649","Aantallen Schatten","Observer18",16,15,"2017/01/16 19:17:37",1,"16","8",6,"2",10
"32650","Aantallen Schatten","Observer18",17,18,"2017/01/16 19:17:52",1,"17","13",7,"2",15
"32651","Aantallen Schatten","Observer18",29,22,"2017/01/16 19:18:04",1,"29","9",7,"3",12
"32652","Aantallen Schatten","Observer18",14,19,"2017/01/16 19:18:12",1,"19","5",2,"4",9
"32653","Aantallen Schatten","Observer18",13,12,"2017/01/16 19:18:30",1,"13","12",5,"10",22
"32654","Aantallen Schatten","Observer18",10,23,"2017/01/16 19:18:51",1,"23","10",1,"3",13
"32655","Aantallen Schatten","Observer18",25,26,"NA",0,"NA","187",-1,"NA",187
"32656","Aantallen Schatten","Observer18",20,28,"2017/01/16 19:22:19",1,"28","4",4,"6",10
"32657","Aantallen Schatten","Observer18",27,24,"2017/01/16 19:22:31",1,"27","5",6,"2",7
"32658","Aantallen Schatten","Observer18",21,13,"2017/01/16 19:22:37",1,"21","3",2,"5",8
"32659","Aantallen Schatten","Observer18",15,27,"2017/01/16 19:22:52",1,"27","9",1,"3",12
"32660","Aantallen Schatten","Observer18",25,10,"2017/01/16 19:22:59",1,"25","4",1,"1",5
"32661","Aantallen Schatten","Observer18",20,23,"2017/01/16 19:23:10",1,"20","10",7,"2",12
"32662","Aantallen Schatten","Observer18",28,29,"2017/01/16 19:23:25",1,"29","12",6,"2",14
"32663","Aantallen Schatten","Observer18",26,16,"2017/01/16 19:23:31",1,"26","3",2,"3",6
"32664","Aantallen Schatten","Observer18",17,24,"2017/01/16 19:23:38",1,"24","4",4,"1",5
"32665","Aantallen Schatten","Observer18",11,19,"2017/01/16 19:23:45",1,"19","5",2,"2",7
"32666","Aantallen Schatten","Observer18",18,12,"2017/01/16 19:23:53",1,"18","6",2,"2",8
"32667","Aantallen Schatten","Observer18",14,22,"2017/01/16 19:23:59",1,"22","3",1,"6",9
"32668","Aantallen Schatten","Observer18",21,15,"2017/01/16 19:24:17",1,"21","11",6,"3",14
"32669","Aantallen Schatten","Observer18",20,11,"2017/01/16 19:24:24",1,"20","4",2,"4",8
"32670","Aantallen Schatten","Observer18",29,14,"2017/01/16 19:24:31",1,"29","3",1,"1",4
"32671","Aantallen Schatten","Observer18",18,10,"2017/01/16 19:24:37",1,"18","3",1,"2",5
"32672","Aantallen Schatten","Observer18",24,26,"2017/01/16 19:24:58",1,"26","18",7,"2",20
"32673","Aantallen Schatten","Observer18",27,28,"2017/01/16 19:25:12",1,"28","11",7,"3",14
"32674","Aantallen Schatten","Observer18",25,23,"2017/01/16 19:25:22",1,"25","7",7,"2",9
"32675","Aantallen Schatten","Observer18",12,19,"2017/01/16 19:25:27",1,"19","3",1,"2",5
"32676","Aantallen Schatten","Observer18",17,16,"2017/01/16 19:25:51",1,"16","22",7,"2",24
"32677","Aantallen Schatten","Observer18",22,13,"2017/01/16 19:25:57",1,"22","4",3,"2",6
"32678","Aantallen Schatten","Observer18",20,21,"2017/01/16 19:26:14",1,"20","14",7,"2",16
"32679","Aantallen Schatten","Observer18",24,14,"2017/01/16 19:26:21",1,"24","5",6,"2",7
"32680","Aantallen Schatten","Observer18",25,12,"2017/01/16 19:26:27",1,"25","4",1,"2",6
"32681","Aantallen Schatten","Observer18",18,11,"2017/01/16 19:26:35",1,"18","6",1,"2",8
"32682","Aantallen Schatten","Observer18",28,16,"2017/01/16 19:26:42",1,"28","4",3,"2",6
"32683","Aantallen Schatten","Observer18",10,29,"2017/01/16 19:26:50",1,"29","5",1,"6",11
"32688","Aantallen Schatten","Observer18",27,13,"2017/01/16 19:27:43",1,"27","2",3,"5",7
"32689","Aantallen Schatten","Observer18",21,28,"2017/01/16 19:27:52",1,"28","3",1,"2",5
"32690","Aantallen Schatten","Observer18",23,24,"2017/01/16 19:28:03",1,"23","10",7,"2",12
"32691","Aantallen Schatten","Observer18",18,25,"2017/01/16 19:28:11",1,"25","5",6,"3",8
"32692","Aantallen Schatten","Observer18",19,29,"2017/01/16 19:28:21",1,"29","7",3,"2",9
"32693","Aantallen Schatten","Observer18",20,27,"2017/01/16 19:28:30",1,"20","6",7,"2",8
"32694","Aantallen Schatten","Observer18",15,10,"2017/01/16 19:28:34",1,"15","3",2,"1",4
"32695","Aantallen Schatten","Observer18",26,13,"2017/01/16 19:28:39",1,"26","3",3,"2",5
"32696","Aantallen Schatten","Observer18",22,16,"2017/01/16 19:28:48",1,"22","5",3,"1",6
"32697","Aantallen Schatten","Observer18",17,12,"2017/01/16 19:28:53",1,"17","4",4,"3",7
"32698","Aantallen Schatten","Observer18",14,11,"2017/01/16 19:29:02",1,"14","5",4,"7",12
"32699","Aantallen Schatten","Observer18",24,21,"2017/01/16 19:29:13",1,"24","4",6,"2",6
"32700","Aantallen Schatten","Observer18",18,19,"2017/01/16 19:29:19",1,"19","4",6,"7",11
"32701","Aantallen Schatten","Observer18",28,25,"2017/01/16 19:29:33",1,"25","5",6,"3",8
"32702","Aantallen Schatten","Observer18",26,22,"2017/01/16 19:29:41",1,"22","6",7,"2",8
"32703","Aantallen Schatten","Observer18",27,10,"2017/01/16 19:29:47",1,"27","3",1,"3",6
"32704","Aantallen Schatten","Observer18",20,14,"2017/01/16 19:29:58",1,"20","7",5,"5",12
"32705","Aantallen Schatten","Observer18",16,12,"2017/01/16 19:30:07",1,"16","5",2,"8",13
"32706","Aantallen Schatten","Observer18",11,29,"2017/01/16 19:30:19",1,"29","2",1,"2",4
"32707","Aantallen Schatten","Observer18",13,17,"2017/01/16 19:30:24",1,"17","3",2,"2",5
"32708","Aantallen Schatten","Observer18",23,15,"2017/01/16 19:30:31",1,"23","5",3,"2",7
"32709","Aantallen Schatten","Observer18",21,14,"2017/01/16 19:30:36",1,"21","4",2,"2",6
"32710","Aantallen Schatten","Observer18",18,22,"2017/01/16 19:30:42",1,"22","3",2,"2",5
"32711","Aantallen Schatten","Observer18",24,12,"2017/01/16 19:30:49",1,"24","4",1,"3",7
"32712","Aantallen Schatten","Observer18",17,19,"2017/01/16 19:30:55",1,"19","3",1,"2",5
"32713","Aantallen Schatten","Observer18",27,25,"2017/01/16 19:31:08",1,"25","11",7,"2",13
"32714","Aantallen Schatten","Observer18",16,29,"2017/01/16 19:31:14",1,"29","3",2,"2",5
"32715","Aantallen Schatten","Observer18",15,20,"2017/01/16 19:31:20",1,"20","4",1,"2",6
"32716","Aantallen Schatten","Observer18",11,26,"2017/01/16 19:31:25",1,"26","2",1,"2",4
"32717","Aantallen Schatten","Observer18",10,28,"2017/01/16 19:31:29",1,"28","3",1,"2",5
"32718","Aantallen Schatten","Observer18",13,23,"2017/01/16 19:31:34",1,"23","2",1,"3",5
"32719","Aantallen Schatten","Observer18",21,16,"2017/01/16 19:32:00",1,"16","23",7,"2",25
"32720","Aantallen Schatten","Observer18",11,12,"2017/01/16 19:32:06",1,"12","3",3,"1",4
"32721","Aantallen Schatten","Observer18",23,17,"2017/01/16 19:32:14",1,"23","6",7,"3",9
"32722","Aantallen Schatten","Observer18",19,27,"2017/01/16 19:32:22",1,"27","6",6,"1",7
"32723","Aantallen Schatten","Observer18",25,22,"2017/01/16 19:32:28",1,"25","3",2,"6",9
"32724","Aantallen Schatten","Observer18",15,13,"2017/01/16 19:32:38",1,"15","3",2,"2",5
"32725","Aantallen Schatten","Observer18",14,10,"2017/01/16 19:32:45",1,"14","4",2,"3",7
"32726","Aantallen Schatten","Observer18",28,26,"2017/01/16 19:32:53",1,"28","4",4,"3",7
"32727","Aantallen Schatten","Observer18",18,29,"2017/01/16 19:32:59",1,"29","2",1,"2",4
"32728","Aantallen Schatten","Observer18",24,20,"2017/01/16 19:33:09",1,"24","7",7,"2",9
"32729","Aantallen Schatten","Observer18",21,27,"2017/01/16 19:33:18",1,"27","7",3,"2",9
"32730","Aantallen Schatten","Observer18",17,11,"2017/01/16 19:33:27",1,"17","6",4,"2",8
"32731","Aantallen Schatten","Observer18",15,29,"2017/01/16 19:33:32",1,"29","3",2,"3",6
"32732","Aantallen Schatten","Observer18",23,12,"2017/01/16 19:33:38",1,"23","3",1,"2",5
"32733","Aantallen Schatten","Observer18",22,10,"2017/01/16 19:33:43",1,"22","2",1,"2",4
"32734","Aantallen Schatten","Observer18",20,26,"2017/01/16 19:34:02",1,"26","17",7,"2",19
"32735","Aantallen Schatten","Observer18",18,14,"2017/01/16 19:34:12",1,"14","7",7,"2",9
"32736","Aantallen Schatten","Observer18",24,28,"2017/01/16 19:34:17",1,"28","3",3,"2",5
"32737","Aantallen Schatten","Observer18",19,16,"2017/01/16 19:34:27",1,"19","9",7,"2",11
"32738","Aantallen Schatten","Observer18",25,13,"2017/01/16 19:34:33",1,"25","3",1,"1",4
